SMILES,pIC50,mol,num_atoms,logP,formula
CCN(CC)CCN=c1cc2n(-c3ccc(Cl)cc3)c3ccccc3nc-2cc1Nc1ccc(Cl)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771d58430>,37,7.423200000000007,C30H29Cl2N5
CCCCCCCCCCCCCCCC[n+]1ccc(C)cc1C,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771d584a0>,24,7.072240000000008,C23H42N+
CC(=O)NC(C)C(=O)NC(CC(C)C)C(N)=O,,<rdkit.Chem.rdchem.Mol object at 0x7ff771d58510>,17,-0.4727999999999987,C11H21N3O3
COc1ccc(Cc2cnc(N)nc2N)cc1OCc1ccccc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771d58580>,25,2.819400000000001,C19H20N4O2
CN(C)CCOc1cc2c(c3ccccc13)-c1ccccc1C2=O,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771d585f0>,24,3.9916000000000023,C21H19NO2
Cc1cc(C)c(NC(=O)CN(CC(=O)O)CC(=O)O)c(C)c1Br,0.02,<rdkit.Chem.rdchem.Mol object at 0x7ff771d58660>,23,1.7840599999999998,C15H19BrN2O5
CC(C)N(N=O)C(=O)Nc1ccccc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771d586d0>,15,2.6103000000000005,C10H13N3O2
COC12C(COC(N)=O)C3=C(C(=O)C(C)=C(Nc4nccs4)C3=O)N1CC1NC12,,<rdkit.Chem.rdchem.Mol object at 0x7ff771d58740>,29,-0.0412999999999989,C18H19N5O5S
CCCCCCCOC(=O)C(C(=O)OCCCCCCC)=C1SCCS1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771d587b0>,26,5.705200000000007,C20H34O4S2
CNC1=NS(=O)N=C1NCCSCc1ccc(CN(C)C)o1,0.17,<rdkit.Chem.rdchem.Mol object at 0x7ff771d58820>,22,0.7726999999999999,C13H21N5O2S2
Cc1cc(NC(=O)N(C)C)cc(C)c1Br,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771d58890>,15,3.159440000000002,C11H15BrN2O
NC(=O)Nc1ccc(Oc2ccccc2)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771d58900>,17,2.969500000000002,C13H12N2O2
Cc1cc(NC(N)=O)ccc1F,0.02,<rdkit.Chem.rdchem.Mol object at 0x7ff771d58970>,12,1.62472,C8H9FN2O
Cc1cc(NC(N)=O)ccc1Br,0.01,<rdkit.Chem.rdchem.Mol object at 0x7ff771d589e0>,12,2.24812,C8H9BrN2O
CC(=O)Oc1cc(OC(C)CCCc2ccccc2)cc2c1C1CC(O)CCC1C(C)N2C,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771d58a50>,33,5.485000000000007,C28H37NO4
Brc1cc2ccccc2nn1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771d58ac0>,11,2.3923,C8H5BrN2
CCCCCCCOC1OC(CO)C(O)C(O)C1O,,<rdkit.Chem.rdchem.Mol object at 0x7ff771d58b30>,19,-0.2267000000000003,C13H26O6
CN(C(=O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I,,<rdkit.Chem.rdchem.Mol object at 0x7ff771d58ba0>,31,-1.3784999999999996,C17H22I3N3O8
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2,0.02,<rdkit.Chem.rdchem.Mol object at 0x7ff771d58c10>,22,1.7736999999999998,C15H14FN3O3
COc1ccccc1C(=O)NCCN(C)C,0.1,<rdkit.Chem.rdchem.Mol object at 0x7ff771d58c80>,16,0.9866,C12H18N2O2
Brc1cccc(N=C2NCCN2)c1Br,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771d58cf0>,14,2.3919,C9H9Br2N3
O=[N+]([O-])c1cc([N+](=O)[O-])c(Nc2ncc(Cl)cc2Cl)c(C(F)(F)F)c1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771d58d60>,25,4.967200000000001,C12H5Cl2F3N4O4
O=[N+]([O-])c1cc(C(F)F)c(Nc2ncc(C(F)(F)F)cc2Cl)c([N+](=O)[O-])c1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771d58dd0>,27,5.251400000000001,C13H6ClF5N4O4
CC(=O)CNc1ccccc1C(=O)O,0.04,<rdkit.Chem.rdchem.Mol object at 0x7ff771d58e40>,14,1.3857,C10H11NO3
Cc1coc2ccc3ccc(=O)oc3c12,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771d58eb0>,15,2.847620000000001,C12H8O3
Cc1ccc(C(=O)N(C)N)cc1,0.11,<rdkit.Chem.rdchem.Mol object at 0x7ff771d58f20>,12,0.94072,C9H12N2O
COC(=O)c1ccsc1S(=O)(=O)NC(=O)Nc1nc(OC)nc(OC)n1,0.57,<rdkit.Chem.rdchem.Mol object at 0x7ff771d58f90>,26,0.2472999999999999,C12H13N5O7S2
COC(=O)c1sccc1S(=O)(=O)NC(=O)Nc1nc(C)nc(OC)n1,0.28,<rdkit.Chem.rdchem.Mol object at 0x7ff771d59000>,25,0.5471199999999999,C12H13N5O6S2
CC(C)CNC(=O)NN,,<rdkit.Chem.rdchem.Mol object at 0x7ff771d59070>,9,-0.1847000000000002,C5H13N3O
CCCCCCNC(=O)NN,0.18,<rdkit.Chem.rdchem.Mol object at 0x7ff771d590e0>,11,0.7396,C7H17N3O
O=C(Nc1ccc(F)cc1F)c1cc(Br)cc(Br)c1O,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771d59150>,20,4.447700000000002,C13H7Br2F2NO2
NCc1ccccc1Sc1ccccc1CO,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771d591c0>,17,2.788800000000001,C14H15NOS
NC(=O)C1CN(CC(=O)Nc2c(Cl)cccc2Cl)CCN1CCCC(c1ccc(F)cc1)c1ccc(F)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771d59230>,39,5.293900000000004,C29H30Cl2F2N4O2
CC(=O)Nc1cccc(OCc2cccc(N3C(N)=NC(N)=NC3(C)C)c2)c1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771d592a0>,28,2.4095000000000004,C20H24N6O2
COc1nc(C)nc(=NC(O)=NS(=O)(=O)c2ccccc2C(=O)O)[nH]1,0.95,<rdkit.Chem.rdchem.Mol object at 0x7ff771d59310>,25,0.0235199999999999,C13H13N5O6S
Cc1c(F)c(F)c(COC(=O)C2C(C=C(Cl)C(F)(F)F)C2(C)C)c(F)c1F,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771d59380>,27,5.551820000000002,C17H14ClF7O2
CCOCOc1ccc(C(=O)Nc2cccc(Cl)c2Cl)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771d593f0>,22,4.618500000000004,C16H15Cl2NO3
COc1ccc(C(=O)N(C(C)C)C(C)C)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771d59460>,17,2.954200000000001,C14H21NO2
O=[N+]([O-])c1cc(C(F)(F)F)c(Cl)c([N+](=O)[O-])c1Nc1ncc(C(F)(F)F)cc1Cl,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771d594d0>,29,5.9860000000000015,C13H4Cl2F6N4O4
CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(CCF)c3c2F)CC1,0.02,<rdkit.Chem.rdchem.Mol object at 0x7ff771d59540>,26,1.6991999999999998,C17H18F3N3O3
CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771d595b0>,27,4.887800000000005,C22H23ClN2O2
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(C)=O)CC3OC1CC(N2CCOCC2)C(O)C(C)O1,0.04,<rdkit.Chem.rdchem.Mol object at 0x7ff771d59620>,43,1.4023999999999994,C31H35NO11
CCC(C)(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771d59690>,30,4.585600000000005,C25H38O5
Cc1c(Cc2ccccc2)no[n+]1[O-],0.06,<rdkit.Chem.rdchem.Mol object at 0x7ff771d59700>,14,1.2072199999999995,C10H10N2O2
c1ccc2c(c1)OCC(C1=NCCN1)O2,0.15,<rdkit.Chem.rdchem.Mol object at 0x7ff771d59770>,15,0.8280999999999994,C11H12N2O2
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(C)O)CC3OC1CC(N2CCOCC2)C(O)C(C)O1,0.06,<rdkit.Chem.rdchem.Mol object at 0x7ff771d597e0>,43,1.1941999999999997,C31H37NO11
CCCCC(O)(Cn1cncn1)c1ccc(Cl)cc1Cl,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771d59850>,20,3.662900000000002,C14H17Cl2N3O
NC1=NCC2c3ccccc3Cc3ccccc3N12,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771d598c0>,19,2.4668,C16H15N3
O=C(Nc1ccc(F)cc1F)c1cc(Cl)cc(Cl)c1O,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771d59930>,20,4.229500000000001,C13H7Cl2F2NO2
CC(C)c1cc(Oc2ccccc2)cc(C(C)C)c1NC(=S)NC(C)(C)C,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771d599a0>,27,6.810600000000006,C23H32N2OS
CCC12CC3CC(N)(C1)CC(CC)(C3)C2,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771d59a10>,15,3.474300000000002,C14H25N
CCCC12CC3CC(CC(N)(C3)C1)C2,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771d59a80>,14,3.084200000000001,C13H23N
CCN1CCCC1CNC(=O)c1c(OC)ccc(Br)c1OC,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771d59af0>,22,2.680400000000001,C16H23BrN2O3
CCOCc1ccccc1NC(=O)OCCN1CCCCC1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771d59b60>,22,3.257500000000002,C17H26N2O3
CCOc1ccc(Cc2cnc(N)nc2N)cc1OCC,0.01,<rdkit.Chem.rdchem.Mol object at 0x7ff771d59bd0>,21,2.0292,C15H20N4O2
CCCOc1ccc(Cc2cnc(N)nc2N)cc1OC,0.01,<rdkit.Chem.rdchem.Mol object at 0x7ff771d59c40>,21,2.0292,C15H20N4O2
CN1CC=C(c2cccs2)CC1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771d59cb0>,12,2.4670000000000005,C10H13NS
O=C(O)CCSc1c[nH]c2ccccc12,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771d59d20>,15,2.734700000000001,C11H11NO2S
O=C(Cc1cccnc1)NN1CC=CCC1,0.12,<rdkit.Chem.rdchem.Mol object at 0x7ff771d59d90>,16,0.9172,C12H15N3O
CC(C)(C)C(=O)NN1CC=CCC1,0.05,<rdkit.Chem.rdchem.Mol object at 0x7ff771d59e00>,13,1.3256,C10H18N2O
O=C(NN1CC=CCC1)C1CC1,0.2,<rdkit.Chem.rdchem.Mol object at 0x7ff771d59e70>,12,0.6894999999999996,C9H14N2O
O=C(NN1CC=CCC1)c1ccco1,0.07,<rdkit.Chem.rdchem.Mol object at 0x7ff771d59ee0>,14,1.1863000000000004,C10H12N2O2
O=C(NN1CC=CCC1)c1cccs1,0.02,<rdkit.Chem.rdchem.Mol object at 0x7ff771d59f50>,14,1.6548000000000005,C10H12N2OS
COC(=O)c1c(Cl)cccc1[N+](=O)[O-],0.01,<rdkit.Chem.rdchem.Mol object at 0x7ff771d59fc0>,14,2.0348,C8H6ClNO4
O=C(Nc1n[nH]c(NC(=O)C(F)(F)F)n1)C(F)(F)F,0.16,<rdkit.Chem.rdchem.Mol object at 0x7ff771d5a030>,19,0.8062999999999994,C6H3F6N5O2
CCC(=O)Nc1n[nH]c(NC(=O)CC)n1,0.31,<rdkit.Chem.rdchem.Mol object at 0x7ff771d5a0a0>,15,0.5016999999999993,C8H13N5O2
CCCC(=O)Nc1n[nH]c(NC(=O)CCC)n1,0.05,<rdkit.Chem.rdchem.Mol object at 0x7ff771d5a110>,17,1.2818999999999998,C10H17N5O2
Nc1nc(NC(=O)C(F)(F)C(F)(F)C(F)(F)F)n[nH]1,0.07,<rdkit.Chem.rdchem.Mol object at 0x7ff771d5a180>,19,1.1583,C6H4F7N5O
CC(C)NCC(O)COCCCc1ccccc1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7ff771d5a1f0>,18,1.9946999999999997,C15H25NO2
CC(C)(C)NCC(O)COCCCc1ccccc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771d5a260>,19,2.3848000000000003,C16H27NO2
CC(C)(C)NCC(O)COCC=Cc1ccccc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771d5a2d0>,19,2.4654000000000007,C16H25NO2
CC(C)(C)NCC(O)COC1CCCc2ccccc21,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771d5a340>,20,2.829600000000001,C17H27NO2
OCCN1CCN(C2CC(c3ccc(F)cc3)c3ccc(C(F)(F)F)cc32)CC1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771d5a3b0>,29,4.031100000000003,C22H24F4N2O
COC(=O)c1cnc2n(c1=O)CCCC2,0.43,<rdkit.Chem.rdchem.Mol object at 0x7ff771d5a420>,15,0.3661999999999996,C10H12N2O3
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N2CCOCC2)C(O)C(C)O1,0.42,<rdkit.Chem.rdchem.Mol object at 0x7ff771d5a490>,44,0.3747999999999992,C31H35NO12
CCOc1ccc(C(C)(C)COCc2cccc(Oc3ccccc3)c2)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771d5a500>,28,6.372000000000006,C25H28O3
CCC(C(N)=O)(C(N)=O)c1ccccc1,0.5,<rdkit.Chem.rdchem.Mol object at 0x7ff771d5a570>,15,0.3050000000000002,C11H14N2O2
CCN(CC)C(=O)NN,,<rdkit.Chem.rdchem.Mol object at 0x7ff771d5a5e0>,9,-0.0884999999999999,C5H13N3O
C=C(C)C(=O)OCC(C)(O)COc1cccc2ccccc12,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771d5a650>,22,3.088900000000001,C18H20O4
CC(=O)OCC1=C(C(=O)OCOC(=O)C(C)(C)C)N2C(=O)C(NC(=O)CSc3ccncc3)C2SC1,0.03,<rdkit.Chem.rdchem.Mol object at 0x7ff771d5a6c0>,36,1.4808,C23H27N3O8S2
CC(=O)C=Cc1cccc(C(F)(F)F)c1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771d5a730>,15,3.3076000000000016,C11H9F3O
CC(=O)C=Cc1ccc(C(F)(F)F)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771d5a7a0>,15,3.3076000000000016,C11H9F3O
Cc1ccc(C=C(C#N)C#N)o1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7ff771d5a810>,12,2.01858,C9H6N2O
Fc1cccc(N=C2NCCN2)c1Cl,0.02,<rdkit.Chem.rdchem.Mol object at 0x7ff771d5a880>,14,1.6594,C9H9ClFN3
Fc1ccc(Cl)c(N=C2NCCN2)c1,0.02,<rdkit.Chem.rdchem.Mol object at 0x7ff771d5a8f0>,14,1.6594,C9H9ClFN3
CCC(C)C(=O)OC1CC(O)C=C2C=CC(C)C(CCC(O)CC(O)CC(=O)O)C21,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771d5a960>,30,2.4404000000000003,C23H36O7
CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(OC)CC(C)C(=O)C(C)C(O)C1(C)O,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771d5a9d0>,52,2.439700000000004,C38H69NO13
CCc1ccc2c(c1)OCCOCCOCCOCCOCCO2,0.01,<rdkit.Chem.rdchem.Mol object at 0x7ff771d5aa40>,24,2.0866,C18H28O6
CCC(C)C(=O)OC1CC(O)C=C2C=CC(C)C(CCC(O)CC(O)CC(=O)O)C21,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771d5aab0>,30,2.4404000000000003,C23H36O7
CCn1ccnc1CC1COc2ccccc2O1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7ff771d5ab20>,18,2.2855,C14H16N2O2
Cc1ccc(OCC2CN=C(N)O2)cc1,0.08,<rdkit.Chem.rdchem.Mol object at 0x7ff771d5ab90>,15,1.0873199999999998,C11H14N2O2
NC1=NCC(COc2ccc(Cl)cc2)O1,0.04,<rdkit.Chem.rdchem.Mol object at 0x7ff771d5ac00>,15,1.4323,C10H11ClN2O2
COc1ccc(OCC2CN=C(N)O2)cc1,0.16,<rdkit.Chem.rdchem.Mol object at 0x7ff771d5ac70>,16,0.7874999999999998,C11H14N2O3
CC(C)C(C#N)c1ccc([N+](=O)[O-])cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771d5ace0>,15,2.8579800000000013,C11H12N2O2
CC(C)C1(C)N=C(c2ncccc2C(=O)O)NC1=O,0.08,<rdkit.Chem.rdchem.Mol object at 0x7ff771d5ad50>,19,1.0709,C13H15N3O3
CC(C)C1(C)N=C(c2nc3ccccc3cc2C(=O)O)NC1=O,0.01,<rdkit.Chem.rdchem.Mol object at 0x7ff771d5adc0>,23,2.2241,C17H17N3O3
COC(=O)c1cc(C)ccc1C1=NC(=O)C(C)(C(C)C)N1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7ff771d5ae30>,21,2.07272,C16H20N2O3
CCCCCCC(C)OC(=O)COc1nc(F)c(Cl)c(N)c1Cl,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771d5aea0>,23,4.390600000000003,C15H21Cl2FN2O3
CCOc1cn[nH]c1,0.16,<rdkit.Chem.rdchem.Mol object at 0x7ff771d5af10>,8,0.8084,C5H8N2O
CC1CCC2C(C)C(O)OC3OC4(C)CCC1C32OO4,0.01,<rdkit.Chem.rdchem.Mol object at 0x7ff771d5af80>,20,2.1867,C15H24O5
N#Cc1ccc(OC(=O)CNC(=O)c2ccccc2)cc1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7ff771d5aff0>,21,1.8936800000000005,C16H12N2O3
CC(=O)Nc1cccc(OC(=O)CNC(=O)c2ccccc2)c1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7ff771d5b060>,23,1.9804,C17H16N2O4
NC(=O)c1cccc(OC(=O)CNC(=O)c2ccccc2)c1,0.08,<rdkit.Chem.rdchem.Mol object at 0x7ff771d5b0d0>,22,1.1208999999999991,C16H14N2O4
N#Cc1cccc(OC(=O)CNC(=O)c2ccccc2)c1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7ff771d5b140>,21,1.89368,C16H12N2O3
Cc1cc(C)cc(OC(=O)CNC(=O)c2ccccc2)c1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771d5b1b0>,21,2.638840000000001,C17H17NO3
COc1cc(OC)cc(OC(=O)CNC(=O)c2ccccc2)c1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7ff771d5b220>,23,2.0392,C17H17NO5
Cc1cc(Cl)c(C(C)C)cc1Cl,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771d5b290>,12,4.425220000000003,C10H12Cl2
Cc1c(Cl)cc(C(C)C)c(Cl)c1Cl,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771d5b300>,13,5.078620000000002,C10H11Cl3
Cc1c(Cl)c(Cl)c(C(C)C)c(Cl)c1Cl,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771d5b370>,14,5.732020000000002,C10H10Cl4
Cc1ccc(C(C)C)c(Cl)c1Cl,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771d5b3e0>,12,4.425220000000002,C10H12Cl2
CC1(C)CON(Cc2ccccc2Cl)C1=O,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771d5b450>,16,2.640000000000001,C12H14ClNO2
CCC(CC)C(=O)NS(=O)(=O)c1cc([N+](=O)[O-])cc(C(F)(F)F)c1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771d5b4c0>,24,2.854700000000001,C13H15F3N2O5S
CC(C)C(=O)NS(=O)(=O)c1ccccc1N,0.19,<rdkit.Chem.rdchem.Mol object at 0x7ff771d5b530>,16,0.7297,C10H14N2O3S
Cc1ccc(S(=O)(=O)NC(=O)C(C)C)c(N)c1,0.09,<rdkit.Chem.rdchem.Mol object at 0x7ff771d5b5a0>,17,1.0381200000000002,C11H16N2O3S
CC(C)C(=O)NS(=O)(=O)c1ccc(C(F)(F)F)cc1N,0.02,<rdkit.Chem.rdchem.Mol object at 0x7ff771d5b610>,20,1.7485,C11H13F3N2O3S
COc1ccc(S(=O)(=O)NC(=O)C(C)C)c(N)c1,0.18,<rdkit.Chem.rdchem.Mol object at 0x7ff771d5b680>,18,0.7382999999999996,C11H16N2O4S
CCC(CC)C(=O)NS(=O)(=O)c1ccccc1N,0.03,<rdkit.Chem.rdchem.Mol object at 0x7ff771d5b6f0>,18,1.5099,C12H18N2O3S
CCC(CC)C(=O)NS(=O)(=O)c1ccc(C(F)(F)F)cc1N,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771d5b760>,22,2.5287,C13H17F3N2O3S
CCC(CC)C(=O)NS(=O)(=O)c1ccc(OC)cc1N,0.03,<rdkit.Chem.rdchem.Mol object at 0x7ff771d5b7d0>,20,1.5185,C13H20N2O4S
CC(C)C(=O)NS(=O)(=O)c1ccccc1[N+](=O)[O-],0.09,<rdkit.Chem.rdchem.Mol object at 0x7ff771d5b840>,18,1.0557,C10H12N2O5S
Cc1ccc(S(=O)(=O)NC(=O)C(C)C)c([N+](=O)[O-])c1,0.04,<rdkit.Chem.rdchem.Mol object at 0x7ff771d5b8b0>,19,1.36412,C11H14N2O5S
CCC(CC)C(=O)NS(=O)(=O)c1ccccc1[N+](=O)[O-],0.01,<rdkit.Chem.rdchem.Mol object at 0x7ff771d5b920>,20,1.8359,C12H16N2O5S
CCC(CC)C(=O)NS(=O)(=O)c1ccc(C)cc1[N+](=O)[O-],0.01,<rdkit.Chem.rdchem.Mol object at 0x7ff771d5b990>,21,2.1443200000000004,C13H18N2O5S
CC(C)(C)Sc1nc2c(N)ncnc2n1C1OC2COP(=O)(O)OC2C1O,0.08,<rdkit.Chem.rdchem.Mol object at 0x7ff771d5ba00>,27,1.0731999999999997,C14H20N5O6PS
COc1ccc(C(=O)N2CCN(c3ccc4c(c3)CCC(=O)N4)CC2)cc1OC,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771d5ba70>,29,2.5509000000000004,C22H25N3O4
N#CC(C#N)=NNc1ccc(CCCl)cc1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7ff771d5bae0>,16,2.28296,C11H9ClN4
CC(CSC(=O)c1ccccc1)C(=O)N1CC(Sc2ccccc2)CC1C(=O)O,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771d5bb50>,29,4.042500000000002,C22H23NO4S2
CC(C(=O)NCCO)n1ccnc1[N+](=O)[O-],,<rdkit.Chem.rdchem.Mol object at 0x7ff771d5bbc0>,16,-0.5392000000000001,C8H12N4O4
CC(C(=O)NCC(O)CO)n1ccnc1[N+](=O)[O-],,<rdkit.Chem.rdchem.Mol object at 0x7ff771d5bc30>,18,-1.1782999999999997,C9H14N4O5
O=C(Cn1ccnc1[N+](=O)[O-])NC(CO)(CO)CO,,<rdkit.Chem.rdchem.Mol object at 0x7ff771d5bca0>,19,-2.376799999999999,C9H14N4O6
COc1nc(C)nc(NC(=O)NS(=O)(=O)c2ccccc2OCCCl)n1,0.05,<rdkit.Chem.rdchem.Mol object at 0x7ff771d5bd10>,26,1.3166199999999997,C14H16ClN5O5S
O=C(Nc1ccc(Cl)cc1C(O)c1ccccc1)c1ccncc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771d5bd80>,24,4.069000000000003,C19H15ClN2O2
CCCCOCC(O)Cn1ccnc1[N+](=O)[O-],0.11,<rdkit.Chem.rdchem.Mol object at 0x7ff771d5bdf0>,17,0.9689,C10H17N3O4
Clc1cc2c(c(Cl)c1Cl)Oc1c(Cl)ccc(Cl)c1O2,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771d5be60>,19,6.8516,C12H3Cl5O2
Nc1nc2c(ncn2COC(CO)CO)c(=O)[nH]1,,<rdkit.Chem.rdchem.Mol object at 0x7ff771d5bed0>,18,-1.970899999999999,C9H13N5O4
CC(C)Cc1ccc(C(C)(O)C(=O)O)cc1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7ff771d5bf40>,16,2.1772,C13H18O3
CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,0.03,<rdkit.Chem.rdchem.Mol object at 0x7ff771d5c040>,26,1.5439999999999998,C18H20FN3O4
CC(C)=CC1C(C(=O)OCc2cccc([N+](=O)[O-])c2)C1(C)C,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771d5c0b0>,22,3.876400000000003,C17H21NO4
CCOc1ccc(C=NNC(=N)N)cc1,0.13,<rdkit.Chem.rdchem.Mol object at 0x7ff771d5c120>,15,0.90227,C10H14N4O
CC(C)=CC1C(C(=O)OCc2ccc(C#N)cc2)C1(C)C,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771d5c190>,21,3.839880000000004,C18H21NO2
CCC(C)(CC)c1cc(NC(=O)c2c(OC)cccc2OC)on1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771d5c200>,24,4.0218000000000025,C18H24N2O4
CCOC(=O)CCN(SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2)C(C)C,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771d5c270>,28,4.057500000000004,C20H30N2O5S
NC(=O)c1ccccc1OCc1ccc([N+](=O)[O-])cc1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7ff771d5c2e0>,20,2.2727000000000004,C14H12N2O4
COc1ccc(COc2ccccc2C(N)=O)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771d5c350>,19,2.3731,C15H15NO3
COc1cccc(-c2cc3ccccn3c2)c1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771d5c3c0>,17,3.614900000000002,C15H13NO
Cc1ccc(C(=O)COc2c(C(=O)c3ccc(Cl)c(C)c3Cl)c(C)nn2C)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771d5c430>,29,5.144860000000004,C22H20Cl2N2O3
CC(N)CC1CCCCCCC1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771d5c4a0>,12,3.084200000000002,C11H23N
CCCCCCCCn1ccc(=O)c(O)c1C,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771d5c510>,17,3.2228200000000022,C14H23NO2
CSC(C)=NOC(=O)N(C)SN(C)C(=O)c1ccc(C)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771d5c580>,22,3.3950200000000024,C14H19N3O3S2
CSC(C)=NOC(=O)N(C)SN(C)C(=O)c1ccccc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771d5c5f0>,21,3.0866000000000016,C13H17N3O3S2
CSC(C)=NOC(=O)N(C)SN(C)C(=O)c1ccc(Cl)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771d5c660>,22,3.740000000000003,C13H16ClN3O3S2
